colour,id,dayofweek-month-dayofmonth,daynumber,unixtime,hour
#3B3030,1165768078922993759_2225883187,TueJan19,19,1453190406,00
#8C6767,1165768135569122568_7746096,TueJan19,19,1453190412,00
#5C4040,1165768211367950206_23630476,TueJan19,19,1453190421,00
#AE8484,1165768276583883718_1554748303,TueJan19,19,1453190429,00
#7A7A7A,1165768280129463971_1657050568,TueJan19,19,1453190430,00
#7E4949,1165768890433753060_1046225082,TueJan19,19,1453190502,00
#BC9191,1165769379542334357_448922429,TueJan19,19,1453190561,00
#785555,1165771517150108259_230805005,TueJan19,19,1453190816,00
#6A6060,1165772275876521444_263651944,TueJan19,19,1453190906,00
#8F7070,1165772455534016781_34170653,TueJan19,19,1453190927,00
#876969,1165772794922857755_37928132,TueJan19,19,1453190968,00
#304444,1165773003977161242_1215794893,TueJan19,19,1453190993,00
#3E3434,1165773282273278237_34170653,TueJan19,19,1453191026,00
#8A7A7A,1165773841541188671_1046225082,TueJan19,19,1453191093,00
#703232,1165774029068442255_230805005,TueJan19,19,1453191115,00
#735050,1165774232779009819_681578,TueJan19,19,1453191139,00
#9EA9A9,1165774369463246311_40311830,TueJan19,19,1453191156,00
#4F4E4E,1165774518346412278_356758931,TueJan19,19,1453191173,00
#332222,1165774529650687383_356455446,TueJan19,19,1453191175,00
#785050,1165774616760204587_34942606,TueJan19,19,1453191185,00
#5C4F4F,1165774622849656338_263651944,TueJan19,19,1453191186,00
#503838,1165774647418972136_273516048,TueJan19,19,1453191189,00
#744D4D,1165774885447121696_42357413,TueJan19,19,1453191217,00
#959797,1165774998593183449_1184422918,TueJan19,19,1453191231,00
#666A6A,1165775170239463804_563741535,TueJan19,19,1453191251,00
#638282,1165775434504930208_246905703,TueJan19,19,1453191282,00
#8A4545,1165775490704543521_915764930,TueJan19,19,1453191289,00
#ABABAB,1165775580377888758_1439279076,TueJan19,19,1453191300,00
#AC8686,1165775707623721958_567843137,TueJan19,19,1453191315,00
#8C6A6A,1165776429998207153_1643766083,TueJan19,19,1453191401,00
#935555,1165777624253533979_342218778,TueJan19,19,1453191544,00
#959C9C,1165778609234045270_1593292361,TueJan19,19,1453191661,00
#6F4040,1165778641268139757_13020408,TueJan19,19,1453191665,00
#AD8888,1165778805779822536_311888036,TueJan19,19,1453191684,00
#524545,1165778838275764512_173626547,TueJan19,19,1453191688,00
