colour,id,dayofweek-month-dayofmonth,daynumber,unixtime,hour
#393939,1162869205074622726_802328501,FriJan15,15,1452844833,00
#6F7979,1162869408504684848_2265106479,FriJan15,15,1452844857,00
#B36161,1162869456958191558_288807364,FriJan15,15,1452844863,00
#6F7C7C,1162869629258442889_206755649,FriJan15,15,1452844883,00
#816262,1162869714977448350_1539299759,FriJan15,15,1452844894,00
#A68787,1162869925696982890_646547514,FriJan15,15,1452844919,00
#5A6767,1162870103813051224_1811118251,FriJan15,15,1452844940,00
#0A0B0B,1162870642795893918_448241300,FriJan15,15,1452845004,00
#C2CDCD,1162870653290303387_187831554,FriJan15,15,1452845006,00
#835B5B,1162870970760454571_1539299759,FriJan15,15,1452845043,00
#788585,1162870973297993885_206755649,FriJan15,15,1452845044,00
#804242,1162870982215390930_49200948,FriJan15,15,1452845045,00
#943A3A,1162871049702728397_298836911,FriJan15,15,1452845053,00
#392323,1162871344488389817_238533462,FriJan15,15,1452845088,00
#3F8C8C,1162872179009398959_206755649,FriJan15,15,1452845187,00
#845252,1162872749241567302_278845417,FriJan15,15,1452845255,00
#C2BABA,1162872998695912007_2531727671,FriJan15,15,1452845285,00
#A54A4A,1162873394496403699_753658453,FriJan15,15,1452845332,00
#7B7F7F,1162873428509548442_2100600854,FriJan15,15,1452845336,00
#1E3A3A,1162873444217083854_8994820,FriJan15,15,1452845338,00
#D3A3A3,1162873990121009805_4693339,FriJan15,15,1452845403,00
#211616,1162874169576776688_2024696655,FriJan15,15,1452845425,00
#A08686,1162874203226397171_595824501,FriJan15,15,1452845429,00
#A2B2B2,1162874414871136956_208964657,FriJan15,15,1452845454,00
#594040,1162874619300999372_46464155,FriJan15,15,1452845478,00
#B6B6B6,1162874664009720820_2372311655,FriJan15,15,1452845484,00
#936D6D,1162874976769091551_38000200,FriJan15,15,1452845521,00
#898989,1162875000084392110_190688481,FriJan15,15,1452845524,00
#675C5C,1162875368854019189_3661558,FriJan15,15,1452845568,00
#7E7777,1162875786631065766_540779,FriJan15,15,1452845618,00
#453F3F,1162875872412740232_29275553,FriJan15,15,1452845628,00
#120707,1162876032898685336_208658957,FriJan15,15,1452845647,00
#8C7B7B,1162876086687130074_52114631,FriJan15,15,1452845653,00
#4E4949,1162876123182989944_228131727,FriJan15,15,1452845658,00
#514A4A,1162876227221624080_542019772,FriJan15,15,1452845670,00
#6C3838,1162876284741355007_1473463840,FriJan15,15,1452845677,00
#94ABAB,1162876652981393191_1006920836,FriJan15,15,1452845721,00
#8C5E5E,1162876739218714955_454603211,FriJan15,15,1452845731,00
#856B6B,1162876839589035503_1381863822,FriJan15,15,1452845743,00
#615656,1162877613083071936_2138986156,FriJan15,15,1452845835,00
#695454,1162878191731954503_327883795,FriJan15,15,1452845904,00
#635252,1162878267605889054_972272795,FriJan15,15,1452845913,00
#1D0B0B,1162878500337580369_245410989,FriJan15,15,1452845941,00
#958080,1162878542113524138_332141649,FriJan15,15,1452845946,00
#914C4C,1162878998169832432_1814442865,FriJan15,15,1452846000,00
#993A3A,1162879013335335062_1363796791,FriJan15,15,1452846002,00
#1B1313,1162879036881847763_2006488,FriJan15,15,1452846005,00
#665959,1162879382302021217_18683892,FriJan15,15,1452846046,00
#4D7979,1162879452998518576_200456264,FriJan15,15,1452846055,00
#BAB1B1,1162880006411925006_602261420,FriJan15,15,1452846121,00
#1F3434,1162880582389544155_588155460,FriJan15,15,1452846189,00
#694B4B,1162880740407380385_492762049,FriJan15,15,1452846208,00
#464343,1162880763460659196_316838400,FriJan15,15,1452846211,00
#9B9B9B,1162881608654892580_243883434,FriJan15,15,1452846312,00
#846B6B,1162881969482738518_14748689,FriJan15,15,1452846355,00
#864C4C,1162882046196406573_401238541,FriJan15,15,1452846364,00
