colour,id,dayofweek-month-dayofmonth,daynumber,unixtime,hour
#A03F3F,1167217737994519811_1998503248,ThuJan21,21,1453363219,00
#908686,1167218056861640281_2018442616,ThuJan21,21,1453363257,00
#6C3333,1167218284301907320_2703047556,ThuJan21,21,1453363284,00
#403232,1167218362769094350_28932700,ThuJan21,21,1453363293,00
#8E4C4C,1167218448062702610_11455984,ThuJan21,21,1453363303,00
#BCA2A2,1167219045737730484_2615814387,ThuJan21,21,1453363374,00
#752C2C,1167219410498893193_330913724,ThuJan21,21,1453363418,00
#521818,1167219750445878915_1383762402,ThuJan21,21,1453363458,00
#588484,1167219775754296466_5042390,ThuJan21,21,1453363461,00
#4C4242,1167220055304533226_1244007268,ThuJan21,21,1453363495,00
#AFA2A2,1167220148770181993_231117051,ThuJan21,21,1453363506,00
#AD8686,1167220450658270300_485942,ThuJan21,21,1453363542,00
#C67878,1167220692002130727_5509465,ThuJan21,21,1453363571,00
#7A7575,1167220732640760616_36835387,ThuJan21,21,1453363575,00
#B37E7E,1167220785216717644_2429724831,ThuJan21,21,1453363582,00
#272626,1167221197882470859_1536131483,ThuJan21,21,1453363631,00
#543E3E,1167221381721905545_646639501,ThuJan21,21,1453363653,00
#3A3333,1167221499488973960_30853916,ThuJan21,21,1453363667,00
#5F4848,1167221891896492970_18610815,ThuJan21,21,1453363714,00
#472626,1167222092711682292_966111,ThuJan21,21,1453363738,00
#8E8787,1167222258019240603_15462721,ThuJan21,21,1453363757,00
#905959,1167222303794380778_1801261262,ThuJan21,21,1453363763,00
#665555,1167222392245645115_2838002,ThuJan21,21,1453363773,00
#5B5858,1167222446167956106_363618333,ThuJan21,21,1453363780,00
#5E4141,1167223175866367078_2440741934,ThuJan21,21,1453363867,00
#735F5F,1167223769175939838_1545437037,ThuJan21,21,1453363937,00
#3D7C7C,1167224145322564609_1710878446,ThuJan21,21,1453363982,00
#6D4949,1167224195248827661_1417695778,ThuJan21,21,1453363988,00
#937171,1167224266393847444_47656984,ThuJan21,21,1453363997,00
#544747,1167224411422656514_2619645193,ThuJan21,21,1453364014,00
#5A4848,1167224754451367931_1405351904,ThuJan21,21,1453364055,00
#7B7373,1167224768132932148_183601655,ThuJan21,21,1453364056,00
#754C4C,1167224892109796397_29928244,ThuJan21,21,1453364071,00
#462424,1167225129717658793_238778772,ThuJan21,21,1453364100,00
#623F3F,1167225370399996519_181295253,ThuJan21,21,1453364128,00
#744E4E,1167225926481853486_1801261262,ThuJan21,21,1453364195,00
#7E8989,1167226054299813551_47656984,ThuJan21,21,1453364210,00
#386262,1167226053126904872_1710878446,ThuJan21,21,1453364210,00
#725151,1167226097148182088_241441358,ThuJan21,21,1453364215,00
#5B4C4C,1167226224766670245_2022543892,ThuJan21,21,1453364230,00
#955757,1167226232916968517_8520544,ThuJan21,21,1453364231,00
#C2BEBE,1167226274593688847_196932610,ThuJan21,21,1453364236,00
#442828,1167226527316769849_35897110,ThuJan21,21,1453364266,00
#5B3C3C,1167226841132938481_218175492,ThuJan21,21,1453364304,00
#3F2E2E,1167226863254291789_1033681072,ThuJan21,21,1453364306,00
#4F5555,1167227198145471130_176502215,ThuJan21,21,1453364346,00
#757575,1167227494076766881_471450245,ThuJan21,21,1453364382,00
#714343,1167227668145249850_17904998,ThuJan21,21,1453364402,00
#1D1A1A,1167227694012634144_1487681988,ThuJan21,21,1453364405,00
#C2C2C2,1167227704333108267_1215544416,ThuJan21,21,1453364407,00
#918787,1167228407817979502_197063856,ThuJan21,21,1453364490,00
#754A4A,1167228579621783059_2319360656,ThuJan21,21,1453364511,00
#1C0707,1167228963813314220_262257290,ThuJan21,21,1453364557,00
#392626,1167229379613560753_288824354,ThuJan21,21,1453364606,00
#584343,1167229715131140733_5757817,ThuJan21,21,1453364646,00
#502929,1167229735463533678_1801261262,ThuJan21,21,1453364649,00
#3F3030,1167229989640390117_3973248,ThuJan21,21,1453364679,00
#8C8686,1167230430468930837_1667437078,ThuJan21,21,1453364732,00
#8F4646,1167230902657122092_212438870,ThuJan21,21,1453364788,00
#646E6E,1167231643369260090_19856968,ThuJan21,21,1453364876,00
#427272,1167232256986883051_233146319,ThuJan21,21,1453364949,00
#774848,1167232250266365100_7790106,ThuJan21,21,1453364949,00
#3B6C6C,1167232371331745170_1033681072,ThuJan21,21,1453364963,00
#662424,1167233309086835445_2123577039,ThuJan21,21,1453365075,00
#A57F7F,1167233318728107867_10684736,ThuJan21,21,1453365076,00
#7A3232,1167233375447064701_18920039,ThuJan21,21,1453365083,00
#7E6969,1167233491235171648_13425186,ThuJan21,21,1453365096,00
#747E7E,1167233866260271698_1229083,ThuJan21,21,1453365141,00
#A59C9C,1167234007303971222_352166783,ThuJan21,21,1453365158,00
#775D5D,1167234026759366257_50943944,ThuJan21,21,1453365160,00
#D0BCBC,1167234140086275217_2629640834,ThuJan21,21,1453365174,00
#8F7474,1167234190644777563_656036187,ThuJan21,21,1453365180,00
#6A4141,1167234703406415379_1707305782,ThuJan21,21,1453365241,00
#8F6161,1167235936112848622_2323241258,ThuJan21,21,1453365388,00
#C65252,1167237002062455610_2123577039,ThuJan21,21,1453365515,00
#8F7171,1167237127280067248_999417879,ThuJan21,21,1453365530,00
#7D8080,1167237979652770964_47550786,ThuJan21,21,1453365631,00
#887171,1167238150100681118_1448790575,ThuJan21,21,1453365652,00
#262D2D,1167238251100030433_1033681072,ThuJan21,21,1453365664,00
#8A8080,1167238455229105768_299341744,ThuJan21,21,1453365688,00
#816161,1167239014969836934_482479160,ThuJan21,21,1453365755,00
#432525,1167239318558887161_1321076170,ThuJan21,21,1453365791,00
#B47C7C,1167239480687242347_1445747858,ThuJan21,21,1453365810,00
#7F8D8D,1167239606598527452_51976177,ThuJan21,21,1453365825,00
#917979,1167240344057280940_309815637,ThuJan21,21,1453365913,00
#855959,1167240448689579191_2202886800,ThuJan21,21,1453365926,00
