colour,id,dayofweek-month-dayofmonth,daynumber,unixtime,hour
#827979,1164318702714809012_1553047617,SunJan17,17,1453017627,00
#492222,1164318816682158198_1379967345,SunJan17,17,1453017640,00
#716161,1164319258065137836_389191947,SunJan17,17,1453017693,00
#565B5B,1164319374491190809_364442496,SunJan17,17,1453017707,00
#482929,1164319414556966649_270039238,SunJan17,17,1453017711,00
#6B4444,1164319605130120308_401334978,SunJan17,17,1453017734,00
#413D3D,1164319797345383969_1401133708,SunJan17,17,1453017757,00
#7D4F4F,1164319875593931559_517848329,SunJan17,17,1453017766,00
#2B2222,1164320266032042561_471902099,SunJan17,17,1453017813,00
#643232,1164320329993186088_18010153,SunJan17,17,1453017820,00
#483333,1164320541850267920_852517875,SunJan17,17,1453017846,00
#7C7A7A,1164320597817705633_268561552,SunJan17,17,1453017852,00
#0F1A1A,1164320642630032115_1955726925,SunJan17,17,1453017858,00
#696565,1164320669046794717_990007937,SunJan17,17,1453017861,00
#976B6B,1164320702120107725_536670038,SunJan17,17,1453017865,00
#927373,1164320714672950219_2019448441,SunJan17,17,1453017866,00
#6E8A8A,1164320934478945219_1811667757,SunJan17,17,1453017893,00
#9C8686,1164321068142499311_24152244,SunJan17,17,1453017909,00
#3E3A3A,1164321094853595179_52583971,SunJan17,17,1453017912,00
#B74F4F,1164321602782134708_1597297335,SunJan17,17,1453017972,00
#2E2424,1164321731381941964_371089724,SunJan17,17,1453017988,00
#7B4E4E,1164321752361211727_1474100,SunJan17,17,1453017990,00
#573030,1164321779494777104_54890603,SunJan17,17,1453017993,00
#503535,1164321942840954872_540208730,SunJan17,17,1453018013,00
#534343,1164322008749154183_25387662,SunJan17,17,1453018021,00
#644646,1164322026731772875_5020165,SunJan17,17,1453018023,00
#661818,1164322046982620688_1562690896,SunJan17,17,1453018025,00
#2C2727,1164322249416707233_2043111090,SunJan17,17,1453018049,00
#503939,1164322443111985839_420873355,SunJan17,17,1453018072,00
#9F9595,1164322638381537081_1502312900,SunJan17,17,1453018096,00
#8E9E9E,1164323165514195337_910503799,SunJan17,17,1453018159,00
#905B5B,1164323740080865963_145111215,SunJan17,17,1453018227,00
#977B7B,1164323816240242006_1550720438,SunJan17,17,1453018236,00
#130707,1164323936637931839_265049723,SunJan17,17,1453018251,00
#0B1818,1164324151810408872_1436321103,SunJan17,17,1453018276,00
#604848,1164324361771143592_22243315,SunJan17,17,1453018301,00
#778A8A,1164324392942795931_2287982910,SunJan17,17,1453018305,00
#531313,1164324540168432527_18010153,SunJan17,17,1453018322,00
#493737,1164324644308668921_212749115,SunJan17,17,1453018335,00
#8F7474,1164324664203034549_4435782,SunJan17,17,1453018337,00
#622525,1164324896227561688_343229707,SunJan17,17,1453018365,00
#2B3030,1164324949645384878_199463894,SunJan17,17,1453018371,00
#9F6F6F,1164325457630932641_497815586,SunJan17,17,1453018432,00
#562323,1164325996828051291_1361048088,SunJan17,17,1453018496,00
#5D2A2A,1164325993469572379_1546985124,SunJan17,17,1453018496,00
#5C4E4E,1164326160506460082_7427980,SunJan17,17,1453018516,00
#826767,1164326185060114636_144923175,SunJan17,17,1453018519,00
#732E2E,1164326411793955535_405981373,SunJan17,17,1453018545,00
#8E7070,1164326414883981741_11799321,SunJan17,17,1453018546,00
#AB5454,1164326616210098991_1122143857,SunJan17,17,1453018570,00
#7D7272,1164326750527024376_41272426,SunJan17,17,1453018586,00
#9ADFDF,1164326970274487140_1955726925,SunJan17,17,1453018612,00
#624242,1164327013692671046_206155704,SunJan17,17,1453018617,00
#9B6D6D,1164327011003157303_1122143857,SunJan17,17,1453018617,00
#6F4F4F,1164327080365092212_628065474,SunJan17,17,1453018625,00
#A55C5C,1164327503276927825_2636725633,SunJan17,17,1453018676,00
#201D1D,1164327630820037024_472703283,SunJan17,17,1453018691,00
#A86868,1164327673988401984_1122143857,SunJan17,17,1453018696,00
#5E4747,1164327685152776521_234193015,SunJan17,17,1453018697,00
#A18888,1164327773180161708_1593955410,SunJan17,17,1453018708,00
#492A2A,1164327795410504318_211125929,SunJan17,17,1453018711,00
#888F8F,1164327883977156238_224765664,SunJan17,17,1453018721,00
#4F3C3C,1164328133381452626_24338195,SunJan17,17,1453018751,00
#613E3E,1164328145552885076_191867768,SunJan17,17,1453018752,00
#7B4A4A,1164328339738527406_189275576,SunJan17,17,1453018775,00
#894747,1164328412587968637_2134618281,SunJan17,17,1453018784,00
#7E6C6C,1164328571728901222_30853916,SunJan17,17,1453018803,00
#343232,1164328758389157951_55685939,SunJan17,17,1453018825,00
#7B5D5D,1164328844895815414_495964192,SunJan17,17,1453018836,00
#4F5656,1164328984386042085_310680349,SunJan17,17,1453018852,00
#7E3535,1164329076068188964_1394298327,SunJan17,17,1453018863,00
#5E5959,1164329094680592300_1346311454,SunJan17,17,1453018865,00
#CEE4E4,1164329123705976501_275427236,SunJan17,17,1453018869,00
#ABB1B1,1164329271813748459_18535780,SunJan17,17,1453018887,00
#151F1F,1164329360560306197_2270349173,SunJan17,17,1453018897,00
#2B2525,1164329614051555957_288765173,SunJan17,17,1453018927,00
#8A5E5E,1164329711023839483_1551835149,SunJan17,17,1453018939,00
#736D6D,1164329743214248781_22728391,SunJan17,17,1453018943,00
#754D4D,1164329868036622488_2134618281,SunJan17,17,1453018958,00
#3D3636,1164329911598302206_1693367927,SunJan17,17,1453018963,00
#937F7F,1164330167634529552_1171207082,SunJan17,17,1453018993,00
#A6A2A2,1164330374724611957_223592586,SunJan17,17,1453019018,00
#679494,1164330411038731583_41272426,SunJan17,17,1453019022,00
#8E7E7E,1164330673201134921_18409014,SunJan17,17,1453019054,00
#EEE5E5,1164330873483967345_303195525,SunJan17,17,1453019077,00
#312D2D,1164331412586840590_1436321103,SunJan17,17,1453019142,00
#602F2F,1164331476551686187_210322773,SunJan17,17,1453019149,00
#8B4848,1164331583934485424_2261027995,SunJan17,17,1453019162,00
#2D1F1F,1164331763675291359_32776142,SunJan17,17,1453019183,00
#8D8D8D,1164331827438062901_1171207082,SunJan17,17,1453019191,00
#6D3E3E,1164332079095281970_12666085,SunJan17,17,1453019221,00
#A9B1B1,1164332240367625639_2367577408,SunJan17,17,1453019240,00
#423A3A,1164332286991822493_181092714,SunJan17,17,1453019246,00
#9FA5A5,1164332407478960102_205164238,SunJan17,17,1453019260,00
#6C5A5A,1164332536392511316_1060771722,SunJan17,17,1453019276,00
#916B6B,1164332891850531284_9395887,SunJan17,17,1453019318,00
#797C7C,1164333094932826203_323893313,SunJan17,17,1453019342,00
#453636,1164333245533472999_2134618281,SunJan17,17,1453019360,00
#5F4D4D,1164333326474791579_267847929,SunJan17,17,1453019370,00
#081E1E,1164333475246400251_285452583,SunJan17,17,1453019388,00
#161313,1164333898551672625_2440741934,SunJan17,17,1453019438,00
#D07575,1164334001538853668_1416357169,SunJan17,17,1453019450,00
#2E2C2C,1164334365958050551_35878427,SunJan17,17,1453019494,00
#191919,1164334725569521175_426638656,SunJan17,17,1453019537,00
#623939,1164334915050137728_198357425,SunJan17,17,1453019559,00
#554545,1164335029951119468_303524591,SunJan17,17,1453019573,00
