colour,id,dayofweek-month-dayofmonth,daynumber,unixtime,hour
#716363,1153446873589654447_6171575,SatJan2,2,1451721604,00
#615C5C,1153446948072212321_21936680,SatJan2,2,1451721612,00
#414444,1153447011564012656_592850144,SatJan2,2,1451721620,00
#8F5353,1153447225743496153_272656651,SatJan2,2,1451721646,00
#2E2929,1153447329072713167_180250034,SatJan2,2,1451721658,00
#A9BABA,1153447674592884806_585066789,SatJan2,2,1451721699,00
#AD5A5A,1153447727628604186_54579659,SatJan2,2,1451721705,00
#695F5F,1153447884108452543_192948443,SatJan2,2,1451721724,00
#4D7878,1153448089753483345_585066789,SatJan2,2,1451721749,00
#674D4D,1153448273950397419_272656651,SatJan2,2,1451721770,00
#6B7E7E,1153448326062403988_46253579,SatJan2,2,1451721777,00
#342929,1153448588363843446_21936680,SatJan2,2,1451721808,00
#894040,1153448715265570373_211980572,SatJan2,2,1451721823,00
#676767,1153448775715125339_585066789,SatJan2,2,1451721830,00
#4F3A3A,1153448780187331694_292132842,SatJan2,2,1451721831,00
#7D4040,1153449220629539602_591051225,SatJan2,2,1451721883,00
#605A5A,1153449446610827366_585066789,SatJan2,2,1451721910,00
#899797,1153449530792607224_29533838,SatJan2,2,1451721920,00
#2A5959,1153449606886731595_341444874,SatJan2,2,1451721929,00
#845A5A,1153449671294163139_144344581,SatJan2,2,1451721937,00
#999393,1153449980543914353_678740019,SatJan2,2,1451721974,00
#5B8888,1153450211685431414_585066789,SatJan2,2,1451722001,00
#292626,1153450487429192741_614303574,SatJan2,2,1451722034,00
#796565,1153450888991669617_222698390,SatJan2,2,1451722082,00
#667777,1153451241303150216_1605046762,SatJan2,2,1451722124,00
#5A5F5F,1153451258885699732_585066789,SatJan2,2,1451722126,00
#9EADAD,1153451271538895044_2413349889,SatJan2,2,1451722128,00
#493232,1153451590916131821_469457705,SatJan2,2,1451722166,00
#564444,1153451885647550356_1508690436,SatJan2,2,1451722201,00
#50B1B1,1153451899450034279_2322948585,SatJan2,2,1451722203,00
#8C8E8E,1153451937760297168_24113087,SatJan2,2,1451722207,00
#6A4F4F,1153452018751505705_1926457304,SatJan2,2,1451722217,00
#829595,1153452071600848268_222698390,SatJan2,2,1451722223,00
#6D8787,1153452375890191873_341714344,SatJan2,2,1451722259,00
#336161,1153452390825900399_11290045,SatJan2,2,1451722261,00
#D5CDCD,1153452576584553211_345091331,SatJan2,2,1451722283,00
#916060,1153452783190610524_2330914291,SatJan2,2,1451722308,00
#7C8484,1153452942781052502_22696532,SatJan2,2,1451722327,00
#3A2828,1153453007474203821_683826734,SatJan2,2,1451722335,00
#837F7F,1153453137899149530_22200629,SatJan2,2,1451722350,00
#352F2F,1153453172086409665_1641184225,SatJan2,2,1451722354,00
#9D8888,1153453171959725475_222698390,SatJan2,2,1451722354,00
#257878,1153453290354899139_585066789,SatJan2,2,1451722368,00
#3C5757,1153453596172228673_1603973,SatJan2,2,1451722405,00
#999898,1153453827157126340_2255955250,SatJan2,2,1451722432,00
#726666,1153453824399726035_224207644,SatJan2,2,1451722432,00
#509D9D,1153453949701948367_31279191,SatJan2,2,1451722447,00
#051010,1153454092868924387_231982827,SatJan2,2,1451722464,00
#508888,1153454187214534865_585066789,SatJan2,2,1451722475,00
#984C4C,1153454263562166149_2293044630,SatJan2,2,1451722484,00
#605252,1153454303119087219_40430964,SatJan2,2,1451722489,00
#777171,1153454311191412162_222698390,SatJan2,2,1451722490,00
#9A9A9A,1153454376219245341_41332749,SatJan2,2,1451722498,00
#5F3C3C,1153454392373691126_182470783,SatJan2,2,1451722500,00
#868D8D,1153454498692847978_1529732677,SatJan2,2,1451722513,00
#5A6B6B,1153454666185698517_2255955250,SatJan2,2,1451722532,00
#795555,1153454711983215110_2393964259,SatJan2,2,1451722538,00
#515050,1153454791746354742_205330222,SatJan2,2,1451722547,00
#586C6C,1153454844587800804_585066789,SatJan2,2,1451722554,00
#675151,1153455063590110067_53917687,SatJan2,2,1451722580,00
