colour,id,dayofweek-month-dayofmonth,daynumber,unixtime,hour
#764242,1154896411379714311_472427641,MonJan4,4,1451894402,00
#B05353,1154896769172457627_369134433,MonJan4,4,1451894445,00
#508B8B,1154897219061043557_2350963603,MonJan4,4,1451894498,00
#936262,1154897714892573424_2231345,MonJan4,4,1451894557,00
#66A1A1,1154897889437233815_1340179171,MonJan4,4,1451894578,00
#632525,1154898019393784901_2171069402,MonJan4,4,1451894594,00
#743F3F,1154898171584348466_260225543,MonJan4,4,1451894612,00
#845E5E,1154898183533102192_28793840,MonJan4,4,1451894613,00
#59ACAC,1154898581497308564_347039088,MonJan4,4,1451894661,00
#7F2B2B,1154899181631471943_260225543,MonJan4,4,1451894732,00
#827575,1154899232132618404_26667229,MonJan4,4,1451894738,00
#1E1E1E,1154899398663442054_2452852402,MonJan4,4,1451894758,00
#AB3434,1154899557066160506_1773818021,MonJan4,4,1451894777,00
#939191,1154899694279964131_1950504332,MonJan4,4,1451894793,00
#9B4A4A,1154900171507369101_28793840,MonJan4,4,1451894850,00
#626363,1154900256265621896_2350963603,MonJan4,4,1451894860,00
#677E7E,1154901036533235335_2348464814,MonJan4,4,1451894953,00
#7F9A9A,1154901162580459145_2348464814,MonJan4,4,1451894968,00
#5B6A6A,1154901355736546957_2348464814,MonJan4,4,1451894991,00
#261D1D,1154901354376918584_174289156,MonJan4,4,1451894991,00
#5FAEAE,1154901368006018182_187386824,MonJan4,4,1451894993,00
#965858,1154901611383564112_411065712,MonJan4,4,1451895022,00
#635A5A,1154902778045588587_2368015312,MonJan4,4,1451895161,00
#A0A1A1,1154903343387925949_36955790,MonJan4,4,1451895228,00
#96A6A6,1154903518225889226_248068324,MonJan4,4,1451895249,00
#7B5B5B,1154904205422182084_2348464814,MonJan4,4,1451895331,00
#7A4040,1154904269288515011_1712990392,MonJan4,4,1451895339,00
#A78D8D,1154904512511218167_232488715,MonJan4,4,1451895368,00
#6B4B4B,1154904670384180736_223268090,MonJan4,4,1451895386,00
#787E7E,1154905110494225476_836154776,MonJan4,4,1451895439,00
#86B2B2,1154905328274816260_2224635430,MonJan4,4,1451895465,00
#BEAAAA,1154905340313587865_1463956523,MonJan4,4,1451895466,00
#5D5353,1154905778174708844_1187072450,MonJan4,4,1451895519,00
#4FB1B1,1154905852859070951_1773818021,MonJan4,4,1451895527,00
#929696,1154906045110479602_188439281,MonJan4,4,1451895550,00
#4A5A5A,1154906473453827610_240865236,MonJan4,4,1451895601,00
#7A4646,1154906678668774038_40064561,MonJan4,4,1451895626,00
#867575,1154906738972650126_2277127777,MonJan4,4,1451895633,00
#113131,1154906771353296951_1665153383,MonJan4,4,1451895637,00
#783131,1154906787753493759_1473463840,MonJan4,4,1451895639,00
#989D9D,1154906786897439777_243883434,MonJan4,4,1451895639,00
#985C5C,1154907030717578222_1321030365,MonJan4,4,1451895668,00
#423A3A,1154907941485407420_22785250,MonJan4,4,1451895776,00
#4C2C2C,1154908044609955453_231123560,MonJan4,4,1451895789,00
#B88C8C,1154908104772420301_4782943,MonJan4,4,1451895796,00
#585D5D,1154908304804683540_1497785518,MonJan4,4,1451895820,00
#4F3B3B,1154908433792361851_1498539856,MonJan4,4,1451895835,00
#766464,1154908518278450934_42510978,MonJan4,4,1451895845,00
#3C4C4C,1154908541283309076_1433969196,MonJan4,4,1451895848,00
#1E1B1B,1154908691527471744_194150099,MonJan4,4,1451895866,00
#7A8888,1154909096204255374_12146999,MonJan4,4,1451895914,00
#422828,1154909119514658252_2040496,MonJan4,4,1451895917,00
#609494,1154909192051384737_1271855919,MonJan4,4,1451895925,00
#6B7979,1154909288320487739_144047323,MonJan4,4,1451895937,00
#7B5555,1154909321095860803_2313238379,MonJan4,4,1451895941,00
#5F6262,1154909345469985902_9855284,MonJan4,4,1451895944,00
#211E1E,1154909910905864343_1158846999,MonJan4,4,1451896011,00
#291717,1154910102947234543_4782943,MonJan4,4,1451896034,00
#669494,1154910176051173171_2264010228,MonJan4,4,1451896043,00
#2F2121,1154910548206559888_804343335,MonJan4,4,1451896087,00
#1A1C1C,1154910856237455101_398909516,MonJan4,4,1451896124,00
#704A4A,1154910868341092301_2165718418,MonJan4,4,1451896125,00
#3D4343,1154911123461328686_42510978,MonJan4,4,1451896156,00
#B76B6B,1154911203589327365_211160993,MonJan4,4,1451896165,00
#924949,1154911279892550316_2248836427,MonJan4,4,1451896174,00
#6A6161,1154911801991721085_688137011,MonJan4,4,1451896237,00
#B1A2A2,1154911870687392214_4693339,MonJan4,4,1451896245,00
#B69999,1154911966474950876_2219461429,MonJan4,4,1451896256,00
#3F3737,1154912487578080235_12149163,MonJan4,4,1451896318,00
#925454,1154912777588716310_1400288851,MonJan4,4,1451896353,00
#C7CECE,1154913193268403372_587870,MonJan4,4,1451896402,00
#B59898,1154913393235792358_2082137627,MonJan4,4,1451896426,00
#846161,1154913485861577882_1011246432,MonJan4,4,1451896437,00
#814141,1154913587358954779_1428059956,MonJan4,4,1451896449,00
#292525,1154913932563805967_410956884,MonJan4,4,1451896491,00
#3B6B6B,1154913932016622096_1642235005,MonJan4,4,1451896491,00
#D4B1B1,1154913949968339675_194150099,MonJan4,4,1451896493,00
#BA9090,1154914020987656456_2219461429,MonJan4,4,1451896501,00
#796464,1154914655881889902_1602128809,MonJan4,4,1451896577,00
#78BEBE,1154915000721184418_1433969196,MonJan4,4,1451896618,00
#B7C4C4,1154915406282196783_243841248,MonJan4,4,1451896666,00
#C39999,1154915522061949221_2219461429,MonJan4,4,1451896680,00
#9A6060,1154915596916783805_32884637,MonJan4,4,1451896689,00
#9E6767,1154916019281114680_145687604,MonJan4,4,1451896739,00
#BEA6A6,1154916542821325105_2219461429,MonJan4,4,1451896802,00
#707F7F,1154916756339572373_41359366,MonJan4,4,1451896827,00
#CAAEAE,1154917625463462213_2219461429,MonJan4,4,1451896931,00
#7F6F6F,1154917735231405728_41359366,MonJan4,4,1451896944,00
#3E4040,1154917790637096133_42533326,MonJan4,4,1451896950,00
#8B4F4F,1154918073372567932_1435145825,MonJan4,4,1451896984,00
#AB8080,1154919305368590268_1462178860,MonJan4,4,1451897131,00
#794C4C,1154919312679845756_454540334,MonJan4,4,1451897132,00
#775C5C,1154919695603230225_13820536,MonJan4,4,1451897178,00
#867676,1154921112618919968_1175564089,MonJan4,4,1451897347,00
#85A9A9,1154921251163801272_377617752,MonJan4,4,1451897363,00
#342727,1154921399933793612_21090828,MonJan4,4,1451897381,00
#7B6868,1154922195316139579_13820536,MonJan4,4,1451897476,00
#A07070,1154922263483417931_1543256952,MonJan4,4,1451897484,00
#9EB1B1,1154922277927489632_2096455867,MonJan4,4,1451897485,00
#A2A1A1,1154923458841846911_2453605552,MonJan4,4,1451897626,00
#8F9797,1154923757497569073_266504946,MonJan4,4,1451897662,00
#BB7070,1154924753582463523_31166445,MonJan4,4,1451897781,00
#412D2D,1154924808862298381_664060379,MonJan4,4,1451897787,00
#7F8B8B,1154924908158206201_185920335,MonJan4,4,1451897799,00
#141111,1154925063838697280_1475129928,MonJan4,4,1451897818,00
#190D0D,1154925094412597282_2140442413,MonJan4,4,1451897821,00
#783030,1154925540479286374_2348464814,MonJan4,4,1451897874,00
#924343,1154925868062817389_2348464814,MonJan4,4,1451897913,00
#646060,1154925995632076608_8830232,MonJan4,4,1451897929,00
#957070,1154926125945404530_2348464814,MonJan4,4,1451897944,00
#9F6B6B,1154926406273554855_1186827517,MonJan4,4,1451897978,00
#9D4F4F,1154926814272633991_2348464814,MonJan4,4,1451898026,01
#856D6D,1154927127645975002_279009923,MonJan4,4,1451898064,01
#654A4A,1154927326581701779_2348464814,MonJan4,4,1451898087,01
#7C3C3C,1154927685182829639_1725986420,MonJan4,4,1451898130,01
#D4C6C6,1154928364248311898_7690713,MonJan4,4,1451898211,01
#9B7979,1154928635112022838_1460324567,MonJan4,4,1451898243,01
#623838,1154929000394210489_2348464814,MonJan4,4,1451898287,01
#6B9696,1154929308243095672_1789730283,MonJan4,4,1451898324,01
#8F4141,1154929601094040779_2348464814,MonJan4,4,1451898358,01
#460909,1154929637843152783_1770688466,MonJan4,4,1451898363,01
#798B8B,1154929744838465440_635617116,MonJan4,4,1451898375,01
#7A7777,1154929902990797519_201178977,MonJan4,4,1451898394,01
#843F3F,1154930277484281051_2348464814,MonJan4,4,1451898439,01
#2A1212,1154930610936618770_251611670,MonJan4,4,1451898479,01
#A5CBCB,1154930964804858428_1102814795,MonJan4,4,1451898521,01
#A59393,1154931171698359327_486806742,MonJan4,4,1451898546,01
#BC7171,1154931572539300501_31166445,MonJan4,4,1451898593,01
#6F4545,1154931732059826924_1499724137,MonJan4,4,1451898612,01
#2F1D1D,1154932206407960460_230491712,MonJan4,4,1451898669,01
#1B1515,1154932581486290768_297175248,MonJan4,4,1451898714,01
#A87373,1154932589862913980_1475129928,MonJan4,4,1451898715,01
#ACA4A4,1154933038137737249_1434766023,MonJan4,4,1451898768,01
#C23E3E,1154933283220932233_448642608,MonJan4,4,1451898797,01
#453F3F,1154933606971021956_8097757,MonJan4,4,1451898836,01
#6E4444,1154933622156244401_458649556,MonJan4,4,1451898838,01
#938181,1154935054359691059_1593649190,MonJan4,4,1451899008,01
#ACA5A5,1154936288261678333_526805744,MonJan4,4,1451899156,01
#825F5F,1154936333470554790_1904313349,MonJan4,4,1451899161,01
#3C3C3C,1154936345257365016_264564146,MonJan4,4,1451899162,01
#6B6F6F,1154937022814324700_610894832,MonJan4,4,1451899243,01
#99B4B4,1154937564462416501_2260607,MonJan4,4,1451899308,01
#B15E5E,1154939246550431105_30749844,MonJan4,4,1451899508,01
#453434,1154940060252144316_1606693231,MonJan4,4,1451899605,01
#5E4343,1154941141494548613_1800234369,MonJan4,4,1451899734,01
#8F9797,1154941232415946182_1611521708,MonJan4,4,1451899745,01
#8A8C8C,1154941424019187073_19845776,MonJan4,4,1451899768,01
#643838,1154942198908152018_497695473,MonJan4,4,1451899860,01
#463535,1154942924163588389_230276991,MonJan4,4,1451899947,01
#373C3C,1154943155891359691_497067834,MonJan4,4,1451899974,01
#613E3E,1154943295819974995_11526121,MonJan4,4,1451899991,01
#C3CFCF,1154943414383522339_663835107,MonJan4,4,1451900005,01
#828080,1154944173527459700_1605485184,MonJan4,4,1451900096,01
#3E2020,1154944215489126721_230276991,MonJan4,4,1451900101,01
#8D7F7F,1154945170400937175_1475129928,MonJan4,4,1451900214,01
#401B1B,1154945451693121886_230276991,MonJan4,4,1451900248,01
#ADA2A2,1154946043751441873_19845776,MonJan4,4,1451900319,01
#8F9D9D,1154946519477617434_2260607,MonJan4,4,1451900375,01
#1A2727,1154946560833671961_664855819,MonJan4,4,1451900380,01
#736565,1154947449675859192_19882832,MonJan4,4,1451900486,01
#B4C5C5,1154948695334152815_1318823161,MonJan4,4,1451900635,01
#978989,1154949675264155259_210071190,MonJan4,4,1451900751,01
#737777,1154950311726733907_254943253,MonJan4,4,1451900827,01
#AD8D8D,1154950742596172827_578445302,MonJan4,4,1451900879,01
#A27C7C,1154951422941972473_220104720,MonJan4,4,1451900960,01
#927878,1154952977089641198_354768405,MonJan4,4,1451901145,01
#473C3C,1154954420498468326_12701282,MonJan4,4,1451901317,01
#B2B5B5,1154955729912737030_198339106,MonJan4,4,1451901473,01
#6B7E7E,1154957937382149105_315207961,MonJan4,4,1451901736,02
#5D2C2C,1154958601156747360_11633767,MonJan4,4,1451901815,02
#605050,1154958723362504422_224259270,MonJan4,4,1451901830,02
#8A9696,1154958779784482486_821559466,MonJan4,4,1451901837,02
#512D2D,1154959332181575519_621403360,MonJan4,4,1451901903,02
#857171,1154959545702542123_1563935761,MonJan4,4,1451901928,02
#8F8F8F,1154959624936310870_1488889049,MonJan4,4,1451901938,02
#4F5454,1154959913629533148_20983343,MonJan4,4,1451901972,02
#586262,1154961320338307939_1701426325,MonJan4,4,1451902140,02
#502B2B,1154963785374634743_38108203,MonJan4,4,1451902434,02
#654545,1154963827038519165_14695926,MonJan4,4,1451902438,02
#C7A6A6,1154964497190206042_1721463437,MonJan4,4,1451902518,02
#8E8989,1154966219753919326_204870131,MonJan4,4,1451902724,02
#8FBDBD,1154967051301502703_486806742,MonJan4,4,1451902823,02
#7D7C7C,1154967577685005173_204870131,MonJan4,4,1451902886,02
#BCABAB,1154967901862839803_24440208,MonJan4,4,1451902924,02
#906060,1154968520483004544_48092423,MonJan4,4,1451902998,02
#989090,1154969205571013774_394051234,MonJan4,4,1451903080,02
#6B4F4F,1154969222894467748_1440102189,MonJan4,4,1451903082,02
#858686,1154969345898169970_38573696,MonJan4,4,1451903096,02
#6F9797,1154969557648229908_24440208,MonJan4,4,1451903122,02
#928D8D,1154969900441710401_176811578,MonJan4,4,1451903162,02
#B97E7E,1154970272768673319_24440208,MonJan4,4,1451903207,02
#986D6D,1154970297878044830_48092423,MonJan4,4,1451903210,02
#636363,1154970533889263147_24440208,MonJan4,4,1451903238,02
#6B6767,1154970733982729777_24440208,MonJan4,4,1451903262,02
#363333,1154970936680484554_1440143938,MonJan4,4,1451903286,02
#716666,1154971007862392375_24440208,MonJan4,4,1451903294,02
#802323,1154971239054241057_327381978,MonJan4,4,1451903322,02
#624444,1154971262876075582_24440208,MonJan4,4,1451903325,02
#665D5D,1154971419575273025_24440208,MonJan4,4,1451903344,02
#3A3737,1154971741475147484_1440143938,MonJan4,4,1451903382,02
#554343,1154971787256350283_24440208,MonJan4,4,1451903387,02
#96B7B7,1154972363096851239_363844607,MonJan4,4,1451903456,02
#687070,1154972380758754904_24440208,MonJan4,4,1451903458,02
#876C6C,1154972379100680718_197768011,MonJan4,4,1451903458,02
#5E4D4D,1154972830463641187_24440208,MonJan4,4,1451903512,02
#D8DDDD,1154972896083300513_1229083,MonJan4,4,1451903520,02
#8B8484,1154973341013129987_1440102189,MonJan4,4,1451903573,02
#69A7A7,1154973432807638638_24440208,MonJan4,4,1451903584,02
#366969,1154973829798512251_24440208,MonJan4,4,1451903631,02
#7D6A6A,1154974170120548151_48004698,MonJan4,4,1451903671,02
#474848,1154974897126870828_1440143938,MonJan4,4,1451903758,02
#642424,1154975058058495637_24440208,MonJan4,4,1451903777,02
#AD8B8B,1154975446229015838_1502549566,MonJan4,4,1451903824,02
#698D8D,1154975665787979428_24440208,MonJan4,4,1451903850,02
#8E3636,1154975726315605834_1440143938,MonJan4,4,1451903857,02
#548585,1154976105023882923_24440208,MonJan4,4,1451903902,02
#8D9595,1154976983369860800_24440208,MonJan4,4,1451904007,02
#3D1212,1154977283028729812_1506931198,MonJan4,4,1451904043,02
#AB9F9F,1154983877568151490_344839142,MonJan4,4,1451904829,02
#5D8C8C,1154984488298508603_813521947,MonJan4,4,1451904902,02
#080606,1154985086472268362_1529530873,MonJan4,4,1451904973,02
#343636,1154988149062964528_21733012,MonJan4,4,1451905338,03
#AE9797,1154988320944025942_20121531,MonJan4,4,1451905358,03
#4F5555,1154991961449186400_303756808,MonJan4,4,1451905792,03
#789292,1154993148985457466_275999717,MonJan4,4,1451905934,03
#6F8383,1154993634375327428_1502549566,MonJan4,4,1451905992,03
#714F4F,1154995019140618544_197828637,MonJan4,4,1451906157,03
#686363,1154996627754841491_1539256660,MonJan4,4,1451906349,03
#7D4444,1154997496773541572_716407494,MonJan4,4,1451906452,03
#515F5F,1154999288479677076_1537621,MonJan4,4,1451906666,03
#A57A7A,1154999595486963417_2455118608,MonJan4,4,1451906702,03
#BE9696,1154999588506500845_716407494,MonJan4,4,1451906702,03
#836262,1154999649391627569_1554948090,MonJan4,4,1451906709,03
#7B5A5A,1155000966990851640_1421418642,MonJan4,4,1451906866,03
#608282,1155003827261734729_716407494,MonJan4,4,1451907207,03
#745C5C,1155004313507912342_2447242997,MonJan4,4,1451907265,03
#689393,1155005840016039030_641577582,MonJan4,4,1451907447,03
#60B3B3,1155010126376623350_641577582,MonJan4,4,1451907958,03
#5D9D9D,1155010423904722042_1533833510,MonJan4,4,1451907993,03
#515151,1155010442251188867_11389077,MonJan4,4,1451907995,03
#495050,1155012614495792938_2266116914,MonJan4,4,1451908254,03
#AD9A9A,1155014983757214413_30241675,MonJan4,4,1451908537,03
#936363,1155017568097435951_178679639,MonJan4,4,1451908845,04
#815555,1155019523875479502_9233910,MonJan4,4,1451909078,04
#706464,1155020893592245615_515848604,MonJan4,4,1451909241,04
#464343,1155022054457991802_308853447,MonJan4,4,1451909380,04
#7E8080,1155027380151669931_2332909756,MonJan4,4,1451910015,04
#999E9E,1155027826029653709_36523098,MonJan4,4,1451910068,04
#7E9797,1155031819771601040_22804247,MonJan4,4,1451910544,04
#686868,1155037277624615476_144037447,MonJan4,4,1451911194,04
#786161,1155038163434818803_563705850,MonJan4,4,1451911300,04
#634545,1155038585903927931_42527835,MonJan4,4,1451911350,04
#231F1F,1155039914986590889_42527835,MonJan4,4,1451911509,04
#A55D5D,1155040102562221374_563705850,MonJan4,4,1451911531,04
#366767,1155041245646312130_42527835,MonJan4,4,1451911668,04
#7F4444,1155042145768346696_1619197084,MonJan4,4,1451911775,04
#856D6D,1155043309823504947_326648627,MonJan4,4,1451911913,04
#7E9D9D,1155045321915453743_1000089051,MonJan4,4,1451912153,04
#602C2C,1155047130229396025_792672579,MonJan4,4,1451912369,04
#3A3030,1155047264706883338_1374367298,MonJan4,4,1451912385,04
#554646,1155048669465067039_1211204142,MonJan4,4,1451912552,05
#6F5A5A,1155048925138246714_16916014,MonJan4,4,1451912583,05
#3D0E0E,1155051456504031914_1572068609,MonJan4,4,1451912885,05
#2B2F2F,1155054277357914441_38203505,MonJan4,4,1451913221,05
#42B0B0,1155056548859162035_370738914,MonJan4,4,1451913492,05
#3B5252,1155059396615111411_2458638615,MonJan4,4,1451913831,05
#876161,1155059565803659907_2312772359,MonJan4,4,1451913851,05
#1A1414,1155061894102534317_234631169,MonJan4,4,1451914129,05
#865F5F,1155063968380417924_2103312748,MonJan4,4,1451914376,05
#110909,1155065522571771727_248523134,MonJan4,4,1451914562,05
#987474,1155065745985386906_273702957,MonJan4,4,1451914588,05
#2F2828,1155067300840431963_9374311,MonJan4,4,1451914773,05
#491919,1155071172667797556_337157587,MonJan4,4,1451915235,05
#8E9292,1155072410148554733_1550314240,MonJan4,4,1451915383,05
#201B1B,1155073399808893833_2449806831,MonJan4,4,1451915501,05
#665D5D,1155075350372637266_16559437,MonJan4,4,1451915733,05
#787676,1155076192535423261_214596385,MonJan4,4,1451915833,05
#422929,1155076770612736230_203142907,MonJan4,4,1451915902,05
#453E3E,1155077689191196419_15453608,MonJan4,4,1451916012,06
#448686,1155077903483145939_197835258,MonJan4,4,1451916037,06
#418181,1155078073025302232_197835258,MonJan4,4,1451916058,06
#2A5959,1155078247969722078_197835258,MonJan4,4,1451916079,06
#ECD7D7,1155078519434226486_258931001,MonJan4,4,1451916111,06
#878787,1155078703029922294_358561,MonJan4,4,1451916133,06
#756060,1155080046286841957_1811531129,MonJan4,4,1451916293,06
#C39696,1155080419276880354_285575125,MonJan4,4,1451916337,06
#9A8C8C,1155082297188396386_266339202,MonJan4,4,1451916561,06
#4F4848,1155088086191803671_568584066,MonJan4,4,1451917251,06
#534F4F,1155093915476440097_1104288084,MonJan4,4,1451917946,06
#A0D1D1,1155094337020576342_1966517895,MonJan4,4,1451917996,06
#3F4848,1155094511939457391_50472531,MonJan4,4,1451918017,06
#5C7272,1155094666684720324_1368128,MonJan4,4,1451918036,06
#442929,1155095538872056571_24191757,MonJan4,4,1451918140,06
#94A3A3,1155095660750377012_1583911987,MonJan4,4,1451918154,06
#446363,1155096962015226402_1642440825,MonJan4,4,1451918309,06
#9D9898,1155097664648504926_2205649216,MonJan4,4,1451918393,06
#A17D7D,1155098106820756549_248199544,MonJan4,4,1451918446,06
#686262,1155099054286536894_183052271,MonJan4,4,1451918559,06
#1B1010,1155099357912470010_50472531,MonJan4,4,1451918595,06
#160E0E,1155100772793375573_22777101,MonJan4,4,1451918764,06
#81EDED,1155101141541564206_2301463818,MonJan4,4,1451918808,06
#6C4C4C,1155102403271175770_19442922,MonJan4,4,1451918958,06
#715454,1155102496719943904_206627605,MonJan4,4,1451918969,06
#796B6B,1155102644822060884_2301463818,MonJan4,4,1451918987,06
#744949,1155104227758995631_1823897077,MonJan4,4,1451919176,06
#7F3737,1155104813433579215_2158565856,MonJan4,4,1451919245,06
#5A3E3E,1155105234559810061_180387157,MonJan4,4,1451919296,06
#717171,1155106594143039145_620061754,MonJan4,4,1451919458,06
#8D6464,1155107636773284770_1113481,MonJan4,4,1451919582,06
#323232,1155107804839277289_1617258707,MonJan4,4,1451919602,07
#191E1E,1155107853190517632_403027,MonJan4,4,1451919608,07
#878C8C,1155109335304142899_16405671,MonJan4,4,1451919784,07
#3E4646,1155109776336514081_3441946,MonJan4,4,1451919837,07
#B1B1B1,1155110251734369154_14805639,MonJan4,4,1451919894,07
#8E6060,1155111136583254821_23972335,MonJan4,4,1451919999,07
#585C5C,1155112734906165794_41241833,MonJan4,4,1451920190,07
#868686,1155113072498783343_2418276,MonJan4,4,1451920230,07
#E2D3D3,1155113401993513736_1661271905,MonJan4,4,1451920269,07
#776F6F,1155113681421154490_6404941,MonJan4,4,1451920303,07
#523434,1155113787367377439_2068368089,MonJan4,4,1451920315,07
#638181,1155113808063458737_1456909442,MonJan4,4,1451920318,07
#615959,1155113937723559969_1364966891,MonJan4,4,1451920333,07
#6B3D3D,1155113980657526223_233852936,MonJan4,4,1451920338,07
#6E3131,1155114100346341931_2068368089,MonJan4,4,1451920352,07
#443434,1155114361408785635_181938650,MonJan4,4,1451920384,07
#434545,1155114481366008439_211418775,MonJan4,4,1451920398,07
#518888,1155114908620706742_194486555,MonJan4,4,1451920449,07
#754D4D,1155115888098480676_29385323,MonJan4,4,1451920566,07
#714F4F,1155116100744137312_2068368089,MonJan4,4,1451920591,07
#869191,1155116770230390699_35627930,MonJan4,4,1451920671,07
#616F6F,1155117332425102323_194486555,MonJan4,4,1451920738,07
#4E2828,1155117398232554213_2231650405,MonJan4,4,1451920746,07
#B19A9A,1155117739885001863_213351598,MonJan4,4,1451920786,07
#577D7D,1155118189540985354_203392993,MonJan4,4,1451920840,07
#938989,1155118871995602580_2350122420,MonJan4,4,1451920921,07
#7D6E6E,1155119243643605032_194486555,MonJan4,4,1451920966,07
#C39D9D,1155119502523077161_1655395227,MonJan4,4,1451920996,07
#837171,1155119684208006987_39514580,MonJan4,4,1451921018,07
#6C5D5D,1155119767479506605_2350122420,MonJan4,4,1451921028,07
#1F1919,1155119922081397566_1243752269,MonJan4,4,1451921046,07
#5C8787,1155120264554226200_233816799,MonJan4,4,1451921087,07
#7E6767,1155120350781363907_2350122420,MonJan4,4,1451921098,07
#747171,1155120480794194769_1325370267,MonJan4,4,1451921113,07
#5E5D5D,1155121217741778171_22785250,MonJan4,4,1451921201,07
#936F6F,1155121678947345051_1424515151,MonJan4,4,1451921256,07
#854444,1155121698627461398_2140395583,MonJan4,4,1451921258,07
#4B4343,1155121924565745956_1816320111,MonJan4,4,1451921285,07
#D19C9C,1155122297590314021_279005060,MonJan4,4,1451921330,07
#93B4B4,1155122409536761091_32665522,MonJan4,4,1451921343,07
#A17E7E,1155123535315726734_1533728067,MonJan4,4,1451921477,07
#523737,1155123907777036794_203681823,MonJan4,4,1451921522,07
#819191,1155124146047757251_207762505,MonJan4,4,1451921550,07
#765454,1155124523433911153_570491975,MonJan4,4,1451921595,07
#1D1212,1155124671591777436_30940288,MonJan4,4,1451921613,07
#605353,1155125482174700484_1241360405,MonJan4,4,1451921709,07
#575757,1155126235951275997_175561798,MonJan4,4,1451921799,07
#525858,1155126322960905353_6029716,MonJan4,4,1451921809,07
#6F5454,1155126506468233706_574057899,MonJan4,4,1451921831,07
#8E9D9D,1155126607014296367_22948101,MonJan4,4,1451921843,07
#553E3E,1155126674795964422_484864777,MonJan4,4,1451921851,07
#948181,1155126687378274103_1548959188,MonJan4,4,1451921853,07
#565252,1155127079759769006_22785250,MonJan4,4,1451921900,07
#DCC8C8,1155127097577182872_2143055260,MonJan4,4,1451921902,07
#A38B8B,1155127591984950722_22785250,MonJan4,4,1451921961,07
#957676,1155127858241732878_600622559,MonJan4,4,1451921992,07
